City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
155,cruzeiro do sul,-29.5128,-51.9853,294.31,95,100,1.15,BR,1714862115
156,uturoa,-16.7333,-151.4333,301.09,71,21,7.52,PF,1714862115
157,thompson,55.7435,-97.8558,279.24,75,100,5.66,CA,1714862115
158,galliano,29.4422,-90.2992,302.59,65,40,2.06,US,1714862115
159,viedma,-40.8135,-62.9967,286.09,33,2,5.02,AR,1714861932
160,praia,14.9215,-23.5087,297.45,73,20,5.14,CV,1714862115
161,kodiak,57.79,-152.4072,280.88,61,100,4.63,US,1714862115
162,la passe,45.5549,-0.8967,288.28,96,71,3.91,FR,1714862115
163,lyepyel',54.8814,28.6932,283.75,90,72,4.53,BY,1714862116
164,mazara del vallo,37.6641,12.588,288.67,68,57,3.23,IT,1714862116
165,fortuna,40.5982,-124.1573,282.96,94,75,3.6,US,1714862116
166,guozhen,34.3659,107.359,285.36,84,1,1.89,CN,1714862116
167,turkmenbasy,40.0222,52.9552,284.58,82,0,2.06,TM,1714862116
168,shahba,32.8551,36.629,284.28,92,43,10.25,SY,1714862116
169,tyukhtet,56.5389,89.3011,278.15,93,95,3.49,RU,1714862116
170,crane,31.3974,-102.3501,296.63,75,83,10.56,US,1714862116
171,cody,44.5263,-109.0565,290.51,29,0,6.69,US,1714862082
172,saipan,15.1355,145.701,302.54,74,40,5.14,MP,1714862013
173,nuuk,64.1835,-51.7216,270.49,59,20,10.8,GL,1714862116
174,selibaby,15.159,-12.1829,310.99,10,0,4.0,MR,1714862116
175,klyuchi,52.2667,79.1667,283.87,72,100,1.98,RU,1714862116
176,colonia,50.9333,6.95,285.35,91,75,2.06,DE,1714862003
177,yuzhno-kurilsk,44.0306,145.8556,276.14,90,100,3.33,RU,1714862010
178,vilyuchinsk,52.9306,158.4028,276.3,99,100,1.43,RU,1714862117
179,mount isa,-20.7333,139.5,292.02,42,38,5.14,AU,1714862117
180,wellington,-41.2866,174.7756,286.41,80,39,5.14,NZ,1714862103
181,kelowna,49.8831,-119.4857,294.16,28,40,6.17,CA,1714862041
182,westland,51.9967,4.2273,284.27,93,100,2.57,NL,1714861913
183,cacu,-18.5567,-51.1308,297.23,50,1,1.86,BR,1714862117
184,ust'-barguzin,53.45,108.9833,278.54,67,100,0.92,RU,1714862117
185,diu,20.7141,70.9822,301.57,53,45,4.49,IN,1714862117
186,bandarbeyla,9.4942,50.8122,301.86,83,70,3.87,SO,1714862117
187,arkhangel'sk,64.5401,40.5433,272.11,93,100,5.0,RU,1714862117
188,mugia,43.1041,-9.2179,288.66,98,100,10.78,ES,1714862117
189,nouadhibou,20.931,-17.0347,292.14,82,0,8.23,MR,1714862118
190,touros,-5.1989,-35.4608,299.43,84,91,4.12,BR,1714862118
191,kilifi,-3.6305,39.8499,298.6,80,100,10.09,KE,1714862118
192,fortaleza,-3.7227,-38.5247,301.6,89,40,4.12,BR,1714861810
193,jayapura,-2.5333,140.7,298.81,89,100,0.63,ID,1714861916
194,utrik,11.2278,169.8474,300.68,76,98,7.24,MH,1714862118
195,papatowai,-46.5619,169.4708,283.77,72,75,4.91,NZ,1714862118
196,saa,4.3667,11.45,295.44,97,94,0.98,CM,1714862118
197,rolante,-29.6506,-50.5758,295.18,99,98,0.46,BR,1714862118
198,ceeldheer,3.8488,47.1806,301.23,78,100,4.34,SO,1714862118
199,kushiro,42.975,144.3747,279.68,93,100,2.06,JP,1714861822
200,marquette,46.5333,-87.6335,289.84,66,100,2.52,US,1714862118
201,san luis de la loma,17.2706,-100.8939,302.04,60,0,4.1,MX,1714862118
202,port elizabeth,-33.918,25.5701,291.54,85,0,4.12,ZA,1714862118
203,ta`u,-14.2336,-169.5144,301.56,79,100,9.06,AS,1714862015
204,carutapera,-1.195,-46.02,298.84,93,100,4.75,BR,1714862119
205,keflavik,64.0049,-22.5624,278.39,75,75,6.69,IS,1714862119
206,black river,18.0264,-77.8487,300.68,75,17,1.76,JM,1714862119
207,atafu village,-8.5421,-172.5159,302.13,78,100,3.01,TK,1714862119
208,yaring,6.8662,101.3689,298.76,89,95,1.79,TH,1714862119
209,new norfolk,-42.7826,147.0587,282.99,75,0,0.8,AU,1714862119
210,calama,-22.4667,-68.9333,294.42,17,0,8.23,CL,1714862119
211,waliso,8.5333,37.9833,289.73,82,100,2.35,ET,1714862119
212,novoshcherbinovskaya,46.4767,38.6476,278.02,44,21,5.55,RU,1714862119
213,carnarvon,-24.8667,113.6333,294.77,50,0,7.89,AU,1714862119
214,minas novas,-17.2186,-42.5903,293.03,79,4,1.66,BR,1714862002
215,batang,-6.4846,110.7083,298.59,76,40,3.02,ID,1714862119
216,san antonio de pale,-1.4014,5.6325,300.71,86,34,4.25,GQ,1714862119
217,brookings,44.3114,-96.7984,289.36,47,40,5.66,US,1714862119
218,lihue,21.9789,-159.3672,300.73,66,75,8.75,US,1714862004
219,kyrenia,35.3417,33.3167,287.9,66,15,10.94,CY,1714862120
220,bad lobenstein,50.4493,11.6381,283.19,90,19,2.28,DE,1714862120
221,barra de santo antonio,-9.4047,-35.5072,299.75,81,96,4.18,BR,1714862120
222,mazagao,-0.115,-51.2894,300.18,96,100,1.28,BR,1714862120
223,huarmey,-10.0681,-78.1522,294.4,81,50,4.15,PE,1714861878
224,mangaratiba,-22.9597,-44.0406,297.63,72,0,2.0,BR,1714861921
225,cockburn town,21.4612,-71.1419,298.87,80,25,7.13,TC,1714862120
226,flying fish cove,-10.4217,105.6791,299.97,83,100,5.66,CX,1714862120
227,kati,12.7441,-8.0726,304.82,12,4,0.82,ML,1714862120
228,shenkursk,62.1091,42.896,271.82,73,84,1.66,RU,1714862120
